"Plot Title: 10328118"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10328118, SEN S/N: 10328118)","Stopped (LGR S/N: 10328118, SEN S/N: 10328118)","End Of File (LGR S/N: 10328118, SEN S/N: 10328118)"
1,03/04/13 14:40:17,23.184,Logged,Logged
